*Компания*;*Телефон компаний*;*Сайт компаний*;*Данные из регистра*
*NTTech Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   29.03.2018  |Verohallinnon perustiedot   Rekisterissä   04.04.2018  |Ennakkoperintärekisteri   Rekisterissä   02.05.2018  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.04.2018  |}*
*Nummenmäen Sähkö Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   10.04.2013  |Verohallinnon perustiedot   Rekisterissä   24.04.2013  |Ennakkoperintärekisteri   Rekisterissä   15.04.2013  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   15.04.2013  |}*
*Nuppulinnan Sähkötoimisto Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   08.02.1995  |Verohallinnon perustiedot   Rekisterissä   29.03.1995  |Ennakkoperintärekisteri   Rekisterissä   19.04.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.01.1995  |Työnantajarekisteri   Rekisterissä   01.01.2011  |}*
*Musiikkipalvelu Laulunpaikka *;*-*;*-*;*{Kaupparekisteri   Rekisteröimätön   04.11.2011  |Verohallinnon perustiedot   Rekisterissä   27.04.2001  |}*
*Oy Ocab Ab *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   31.01.1990  |Verohallinnon perustiedot   Rekisterissä   09.08.1990  |}*
*Octomanus Oy *;*0405525442*;*-*;*{Kaupparekisteri   Rekisterissä   04.05.2011  |Verohallinnon perustiedot   Rekisterissä   06.05.2011  |Ennakkoperintärekisteri   Rekisterissä   01.09.2011  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.09.2011  |}*
*Ab Offline Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   08.09.1993  |Verohallinnon perustiedot   Rekisterissä   24.11.1993  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.07.2018  |}*
*Ohjelmistohovi Oy *;*0405608276*;*-*;*{Kaupparekisteri   Rekisterissä   26.01.2011  |Verohallinnon perustiedot   Rekisterissä   26.01.2011  |Ennakkoperintärekisteri   Rekisterissä   07.01.2011  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   04.01.2011  |}*
*Ohmix Oy *;*0707783867*;*-*;*{Kaupparekisteri   Rekisterissä   04.02.2014  |Verohallinnon perustiedot   Rekisterissä   06.02.2014  |Ennakkoperintärekisteri   Rekisterissä   06.02.2014  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   20.12.2013  |Työnantajarekisteri   Rekisterissä   01.07.2014  |}*
*Oy Ole-Service Ab *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   08.01.1971  |Verohallinnon perustiedot   Rekisterissä   09.04.1984  |}*
*Ols-Consult Oy *;*040 7161233*;*-*;*{Kaupparekisteri   Rekisterissä   03.01.2005  |Verohallinnon perustiedot   Rekisterissä   13.12.2004  |Ennakkoperintärekisteri   Rekisterissä   08.12.2004  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.01.2005  |}*
*OmaVahti Oy *;*-*;*www.omavahti.fi*;*{Kaupparekisteri   Rekisterissä   25.01.2016  |Verohallinnon perustiedot   Rekisterissä   04.02.2016  |Ennakkoperintärekisteri   Rekisterissä   01.03.2016  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   20.05.2016  |}*
* *;*-*;*-*;*{Verohallinnon perustiedot   Rekisterissä   09.06.1978  |}*
*Microstep Oy *;*-*;*www.microstep.fi*;*{Kaupparekisteri   Rekisterissä   18.02.2003  |Verohallinnon perustiedot   Rekisterissä   22.11.2002  |Ennakkoperintärekisteri   Rekisterissä   14.12.2004  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.11.2002  |}*
*Onetec oy *;*-*;*www.onetec.fi*;*{Kaupparekisteri   Rekisterissä   14.02.2007  |Verohallinnon perustiedot   Rekisterissä   16.03.2007  |}*
*Onnen Avaimet Oy LKV *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   31.12.1993  |Verohallinnon perustiedot   Rekisterissä   26.05.1994  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |}*
*Opalcon Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   19.08.1992  |Verohallinnon perustiedot   Rekisterissä   18.08.1992  |Ennakkoperintärekisteri   Rekisterissä   01.05.1999  |}*
*Opastetalo Tarra & Neon Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   04.02.1997  |Verohallinnon perustiedot   Rekisterissä   04.02.1997  |Ennakkoperintärekisteri   Rekisterissä   04.02.1997  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   20.01.1997  |}*
*Oy Optoinvest Ab *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   09.08.1989  |Verohallinnon perustiedot   Rekisterissä   04.04.1989  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |}*
*Optomec Oy *;*0400 544898*;*-*;*{Kaupparekisteri   Rekisterissä   05.01.1994  |Verohallinnon perustiedot   Rekisterissä   11.03.1994  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |}*
*Oriveden Tietotekniikka Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   12.03.2009  |Verohallinnon perustiedot   Rekisterissä   16.03.2009  |}*
*Orrenmaa myynti & konsultointi Oy *;*0505596123*;*-*;*{Kaupparekisteri   Rekisterissä   03.07.2019  |Verohallinnon perustiedot   Rekisterissä   03.07.2019  |Ennakkoperintärekisteri   Rekisterissä   01.07.2019  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.07.2019  |}*
*Oryx Oy *;*-*;*www.oryx.fi*;*{Kaupparekisteri   Rekisterissä   05.06.1991  |Verohallinnon perustiedot   Rekisterissä   26.06.1991  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |Työnantajarekisteri   Rekisterissä   01.01.1993  |}*
*OS Productions Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   10.12.2008  |Verohallinnon perustiedot   Rekisterissä   11.12.2008  |}*
*OSMAX OY *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   26.05.1983  |Verohallinnon perustiedot   Rekisterissä   09.07.1983  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Työnantajarekisteri   Rekisterissä   01.04.1983  |}*
*OSS-CONSULTING Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   13.03.2013  |Verohallinnon perustiedot   Rekisterissä   14.03.2013  |Ennakkoperintärekisteri   Rekisterissä   01.04.2013  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.04.2013  |}*
*Oulun Datapiste Oy *;*0400685425*;*www.oulun-datapiste.fi*;*{Kaupparekisteri   Rekisterissä   25.01.1989  |Verohallinnon perustiedot   Rekisterissä   15.06.1988  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |}*
*Oulun Insinöörikeskus Oy *;*0400 581156*;*-*;*{Kaupparekisteri   Rekisterissä   21.03.2014  |Verohallinnon perustiedot   Rekisterissä   31.03.2014  |Ennakkoperintärekisteri   Rekisterissä   18.02.2014  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.02.2014  |Työnantajarekisteri   Rekisterissä   01.02.2014  |}*
*Oulun Lamppu Tiimi Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   31.03.1999  |Verohallinnon perustiedot   Rekisterissä   07.04.1999  |Ennakkoperintärekisteri   Rekisterissä   08.04.1999  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.10.1998  |Työnantajarekisteri   Rekisterissä   01.02.1999  |}*
*Ounen Oy *;*040 7228670*;*www.ounen.fi*;*{Kaupparekisteri   Rekisterissä   03.05.1995  |Verohallinnon perustiedot   Rekisterissä   22.05.1995  |Ennakkoperintärekisteri   Rekisterissä   20.04.1995  |}*
*Outomatic Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   08.08.2018  |Verohallinnon perustiedot   Rekisterissä   08.08.2018  |Ennakkoperintärekisteri   Rekisterissä   19.07.2018  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   19.07.2018  |}*
*Ovesan Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   09.01.2019  |Verohallinnon perustiedot   Rekisterissä   10.01.2019  |}*
*Oy Intrading Ab *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   29.07.2014  |Verohallinnon perustiedot   Rekisterissä   30.07.2014  |Ennakkoperintärekisteri   Rekisterissä   01.08.2014  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.08.2014  |}*
*P. Uljens Engineering *;*-*;*-*;*{Verohallinnon perustiedot   Rekisterissä   01.01.1998  |Arvonlisäverovelvollisuus   Alkutuottajana ja/tai kuvataiteilijana arvonlisäverovelvollinen   01.07.2003  |}*
*Kiinteistö Oy Paco-Kulma *;*050 3713102*;*-*;*{Kaupparekisteri   Rekisterissä   28.10.1987  |Verohallinnon perustiedot   Rekisterissä   14.01.1988  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |}*
*Pallon Rengas Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   21.08.1986  |Verohallinnon perustiedot   Rekisterissä   24.06.1986  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |Työnantajarekisteri   Rekisterissä   01.06.1991  |}*
*Palvelut Viitanen Suomi Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   31.05.2017  |Verohallinnon perustiedot   Rekisterissä   31.05.2017  |Ennakkoperintärekisteri   Rekisterissä   27.03.2017  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   26.03.2017  |}*
*Par Consulting Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   08.10.2015  |Verohallinnon perustiedot   Rekisterissä   19.10.2015  |Ennakkoperintärekisteri   Rekisterissä   30.09.2015  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   25.09.2015  |}*
*Parema Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   17.12.1976  |Verohallinnon perustiedot   Rekisterissä   15.03.1978  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |}*
*Paritek Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   01.06.2015  |Verohallinnon perustiedot   Rekisterissä   15.07.2015  |Ennakkoperintärekisteri   Rekisterissä   11.05.2015  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   11.05.2015  |}*
*Parkanon M-sähkö OY *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   05.10.1994  |Verohallinnon perustiedot   Rekisterissä   04.03.1994  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |}*
*Partendum Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   11.10.1995  |Verohallinnon perustiedot   Rekisterissä   06.02.1996  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   11.01.1996  |}*
*Onnikoodi *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   28.10.2016  |Verohallinnon perustiedot   Rekisterissä   01.01.1998  |Ennakkoperintärekisteri   Rekisterissä   01.11.2016  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.11.2016  |}*
*Pasismo Oy *;*0400 244739*;*-*;*{Kaupparekisteri   Rekisterissä   11.11.2015  |Verohallinnon perustiedot   Rekisterissä   16.11.2015  |Ennakkoperintärekisteri   Rekisterissä   01.11.2015  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.11.2015  |Työnantajarekisteri   Rekisterissä   13.11.2017  |}*
*Pattijoen Kuljetusväline Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   27.04.1994  |Verohallinnon perustiedot   Rekisterissä   22.07.1994  |}*
*Pazienza Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   20.05.1992  |Verohallinnon perustiedot   Rekisterissä   17.08.1992  |}*
*Microcad Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   27.12.1989  |Verohallinnon perustiedot   Rekisterissä   01.06.1989  |Ennakkoperintärekisteri   Rekisterissä   01.10.2004  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   15.09.2004  |}*
*PC-Pojat Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   16.11.1988  |Verohallinnon perustiedot   Rekisterissä   06.02.1989  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |}*
*PC-Yrttis Oy *;*044 5545297*;*-*;*{Kaupparekisteri   Rekisterissä   31.05.1995  |Verohallinnon perustiedot   Rekisterissä   20.04.1994  |}*
*PD Satellite Oy Ltd *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   16.02.1994  |Verohallinnon perustiedot   Rekisterissä   14.10.1992  |Ennakkoperintärekisteri   Rekisterissä   13.04.2011  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.12.2007  |}*
*Pecoscon Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   24.08.2016  |Verohallinnon perustiedot   Rekisterissä   29.08.2016  |Ennakkoperintärekisteri   Rekisterissä   22.08.2016  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   22.08.2016  |Työnantajarekisteri   Rekisterissä   01.01.2018  |}*
*Pe-Ka Valmistus *;*0500 656879*;*www.savunpoistohuolto.fi*;*{Kaupparekisteri   Rekisterissä   24.05.1995  |Verohallinnon perustiedot   Rekisterissä   01.01.1998  |}*
*Pelthold Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   06.05.1992  |Verohallinnon perustiedot   Rekisterissä   05.06.1992  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Alkutuottajana ja/tai kuvataiteilijana arvonlisäverovelvollinen   01.01.2003  |}*
*Penercon Oy *;*0400 263508*;*-*;*{Kaupparekisteri   Rekisterissä   19.03.2010  |Verohallinnon perustiedot   Rekisterissä   23.03.2010  |Ennakkoperintärekisteri   Rekisterissä   02.03.2010  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.03.2010  |}*
*Penkkikosken Asennus *;*0400634504*;*-*;*{Kaupparekisteri   Rekisterissä   28.11.2005  |Verohallinnon perustiedot   Rekisterissä   21.11.2005  |}*
*Pentti Myyrä Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   08.05.1996  |Verohallinnon perustiedot   Rekisterissä   29.05.1996  |Ennakkoperintärekisteri   Rekisterissä   10.05.1996  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.05.1996  |}*
*Pentti Pajuoja Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   21.06.1995  |Verohallinnon perustiedot   Rekisterissä   18.07.1995  |}*
*Perusraivaus Oy *;*045 111 0971*;*-*;*{Kaupparekisteri   Rekisterissä   07.02.1958  |Verohallinnon perustiedot   Rekisterissä   15.03.1978  |Ennakkoperintärekisteri   Rekisterissä   01.10.2015  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.10.2015  |}*
*Pete Leinonen *;*-*;*-*;*{Verohallinnon perustiedot   Rekisterissä   27.01.1999  |}*
*Petlastech Ltd Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   29.09.1993  |Verohallinnon perustiedot   Rekisterissä   08.02.1993  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |}*
* *;*-*;*-*;*{Verohallinnon perustiedot   Rekisterissä   14.04.2004  |}*
*PF-Control Oy *;*0503217427*;*-*;*{Kaupparekisteri   Rekisterissä   29.10.2009  |Verohallinnon perustiedot   Rekisterissä   05.11.2009  |Ennakkoperintärekisteri   Rekisterissä   22.10.2009  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   20.10.2009  |Työnantajarekisteri   Rekisterissä   01.11.2009  |}*
*PG Holding Oy *;*+358-50-3308550*;*www.anypg.com*;*{Kaupparekisteri   Rekisterissä   05.06.2007  |Verohallinnon perustiedot   Rekisterissä   28.05.2007  |}*
*PG-PLAN Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   02.09.2014  |Verohallinnon perustiedot   Rekisterissä   16.09.2014  |Ennakkoperintärekisteri   Rekisterissä   01.09.2014  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.09.2014  |}*
*Phonelove Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   26.08.2016  |Verohallinnon perustiedot   Rekisterissä   29.08.2016  |}*
*Pielca Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   01.02.1989  |Verohallinnon perustiedot   Rekisterissä   11.08.1989  |}*
*Pietilä Engineering Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   07.02.2002  |Verohallinnon perustiedot   Rekisterissä   14.12.2001  |}*
*Pietrocco Oy *;*0505110788*;*-*;*{Kaupparekisteri   Rekisterissä   01.01.2008  |Verohallinnon perustiedot   Rekisterissä   09.01.2008  |}*
*Anka Pigeon Oy *;*0442180502*;*-*;*{Kaupparekisteri   Rekisterissä   17.05.2011  |Verohallinnon perustiedot   Rekisterissä   17.05.2011  |}*
*PIH-Data Oy *;*0407186417*;*www.pih-data.fi*;*{Kaupparekisteri   Rekisterissä   23.03.1988  |Verohallinnon perustiedot   Rekisterissä   30.08.1988  |Ennakkoperintärekisteri   Rekisterissä   26.11.2001  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   26.11.2001  |}*
*Piir-Group Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   14.08.1991  |Verohallinnon perustiedot   Rekisterissä   01.10.1991  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |Työnantajarekisteri   Rekisterissä   01.08.1994  |}*
*PiirtoPiironki Oy *;*040 7677978*;*www.piirtopiironki.fi*;*{Kaupparekisteri   Rekisterissä   14.12.2012  |Verohallinnon perustiedot   Rekisterissä   17.12.2012  |Ennakkoperintärekisteri   Rekisterissä   11.12.2012  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   11.12.2012  |}*
*Pikkuroban Sähkö Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   17.03.1993  |Verohallinnon perustiedot   Rekisterissä   26.04.1993  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |Työnantajarekisteri   Rekisterissä   01.05.1993  |}*
*Pilke Interior Oy *;*-*;*http://www.pilkeinterior.com/*;*{Kaupparekisteri   Rekisterissä   16.02.2015  |Verohallinnon perustiedot   Rekisterissä   16.02.2015  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   04.02.2015  |}*
*Pimatic Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   01.01.2019  |Verohallinnon perustiedot   Rekisterissä   08.01.2019  |Ennakkoperintärekisteri   Rekisterissä   02.01.2019  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   02.01.2019  |Työnantajarekisteri   Rekisterissä   02.01.2019  |}*
* *;*-*;*-*;*{Verohallinnon perustiedot   Rekisterissä   13.08.2008  |}*
*Oy Pintanova Ab *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   16.02.2001  |Verohallinnon perustiedot   Rekisterissä   07.03.2001  |}*
*Pirjon Pidot Oy *;*0400470577*;*-*;*{Kaupparekisteri   Rekisterissä   21.10.2010  |Verohallinnon perustiedot   Rekisterissä   22.10.2010  |}*
*Pirkan Sähkövalvonta Oy *;*0505566860*;*www.sahkovalvonta.fi*;*{Kaupparekisteri   Rekisterissä   07.05.2008  |Verohallinnon perustiedot   Rekisterissä   08.05.2008  |Ennakkoperintärekisteri   Rekisterissä   28.04.2008  |}*
*Pirkanmaan Laki- ja Kiinteistöpalvelu Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   17.06.1987  |Verohallinnon perustiedot   Rekisterissä   04.11.1987  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |}*
*lautapelit piste fi oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   29.07.1996  |Verohallinnon perustiedot   Rekisterissä   13.08.1996  |Ennakkoperintärekisteri   Rekisterissä   20.05.2009  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1996  |Työnantajarekisteri   Rekisterissä   01.07.1996  |}*
*Pito ja juhlapalvelu Aitta *;*-*;*-*;*{Kaupparekisteri   Ei rekisteröity perustaminen   04.03.2019  |Verohallinnon perustiedot   Rekisterissä   13.03.2000  |Ennakkoperintärekisteri   Rekisterissä   01.10.2018  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.10.2018  |}*
*Ab Pargas Ljus - Paraisten Valo Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   02.12.1982  |Verohallinnon perustiedot   Rekisterissä   01.02.1983  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |Työnantajarekisteri   Rekisterissä   01.01.1983  |}*
*Asunto Oy Porin Köörtilän Visala *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   04.03.1996  |Verohallinnon perustiedot   Rekisterissä   22.03.1996  |}*
*Planimex Oy *;*0400818614*;*-*;*{Kaupparekisteri   Rekisterissä   26.01.2016  |Verohallinnon perustiedot   Rekisterissä   27.01.2016  |Ennakkoperintärekisteri   Rekisterissä   27.01.2016  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   27.01.2016  |}*
*Planium Oy *;*-*;*www.planium.fi*;*{Kaupparekisteri   Rekisterissä   10.09.2010  |Verohallinnon perustiedot   Rekisterissä   15.09.2010  |Ennakkoperintärekisteri   Rekisterissä   01.09.2010  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.09.2010  |}*
